,child_context,parent_context,label
8076,"на своей кухни использовала вагонку, гипсокартон, структурную штукатурку, пропитку, плитку и","о ценах на приобретённые основные строительные материалы, детали и конструкции""; ",1
8077,"о том, что этот долгий ливень сорвёт с земли всю красоту","есть штормовой ветер, шквалы, грозы, ливневые осадки, похолодание. ",1
8080," Наконец, навигационный период здесь не такой продолжительный"," Как только кончался сезон работ лож, ― т.е. с",1
8081,"отступал (Синайский полуостров, Южный Ливан, сектор Газа). ","угрожает, что его страна ― не оккупированная территория, а Великая империя, правящая",1
8085,его окуляры:   1― ножницы на срезе зерна мака;   2― грибковая культура; ," И действительно, как только семя растения пробуждается, в нем начинает",1
8086,"цен на горюче-смазочные материалы, на посевной материал. "," И действительно, как только семя растения пробуждается, в нем начинает",1
8088, Вы уже второй срок депутат Горсовета города Электросталь. ," Законодатель исходит из того, что у",1
8089,"Юрию Лужкову, к которому близок депутат Государственной думы Вячеслав Володин. "," Законодатель исходит из того, что у",1
8090, Сенатор М. М. Карниолин-Пинский в 1859," Законодатель исходит из того, что у",1
8091," Погладит американский конгрессмен по шёрстке, читаешь в газетах"," Законодатель исходит из того, что у",1
8095,"произошло дальше, походило на коротенький киножурнал про войну. ", [elena str]   Кинофильм уже давно вошел в классику,1
8096," Кинокомедия старая, всем осточертевшая даже в", [elena str]   Кинофильм уже давно вошел в классику,1
8097, Киноверсия спектакля была снята перед живой, [elena str]   Кинофильм уже давно вошел в классику,1
8098,"15 и 30 секунд), «Лучший немой фильм», «Самый смешной фильм», «Самый", [elena str]   Кинофильм уже давно вошел в классику,1
8099, Часовая стрелка древних электрических часов над," Вялая перепалка, жара, коротенькая стрелка на часах по двинулась на",1
8100," Секундная стрелка старых, с войны ещё"," Вялая перепалка, жара, коротенькая стрелка на часах по двинулась на",1
8101,для куба ― 3.  Для фракталов ― дробное число.  Отсюда и само название, Хотя каждое рациональное число может быть записано посредством,1
8102,вокруг собственной оси спутник делает целое число оборотов вокруг планеты [9, Хотя каждое рациональное число может быть записано посредством,1
8104,"структура, в которой должны быть подлежащее, сказуемое и дополнение ― синтаксические актанты", Член предложения со значением места действия,1
8110,"ним изощрённый спектакль: их кровосмесительное супружество Цицерон описывает, вероятно, со слов",Королю Хусейну не нравились чересчур близкие отношения Арафата с сирийцами (он,1
8111,"на другой загнул два пальца, ― половая жизнь категорически запрещается… ",Королю Хусейну не нравились чересчур близкие отношения Арафата с сирийцами (он,1
8112,"встали сигареты, то какая это дружба? ",Королю Хусейну не нравились чересчур близкие отношения Арафата с сирийцами (он,1
8114,что у нас были чисто товарищеские отношения и не больше. ,Королю Хусейну не нравились чересчур близкие отношения Арафата с сирийцами (он,1
8115,"снять ""Журавушку"" ― суперкассовую картину про зябь, распутицу, долюшку крестьянскую и оренбургский"," Именно лес, а не пахотная земля, стал главной русской метафорой",1
8116,"Физиолого-биохимический, точнее, физиолого-молекулярно-биологический симбиоз нужен для того, чтобы","совершенно однозначно могу сказать, что симбиоз документальной хроники и собственно художественной",1
8117,"до сих пор показывают монументальный мавзолей, возведённый этим монархом для себя","давней катастрофе.  Стадион-склеп, величественная гробница нелепых надежд.  На её зелёном",1
8120,"возможное снижение мировых цен на нефть, а также не могли бы","Это в конце концов не углеводород сахара или муки, и не",1
8121,"не берусь.   Может, можно не нефтепродукт применить?  [Smol, nick]   18 тонн газойля в","Это в конце концов не углеводород сахара или муки, и не",1
8122," Природный газ ― это метан, а влияние","Это в конце концов не углеводород сахара или муки, и не",1
8123,"темном порту; он жадно пьет битум, готовясь к долгому пути на","Это в конце концов не углеводород сахара или муки, и не",1
8124,"герметичности холодильного агрегата, так как хладон не имеет запаха. ","Это в конце концов не углеводород сахара или муки, и не",1
8125,"чего образовалась объемно-детонирующая смесь (метан, пыль и кислород), которая привела","Это в конце концов не углеводород сахара или муки, и не",1
8126,"ГХК базируется на возможности транспортировать этан, который является ценным сырьем в","Это в конце концов не углеводород сахара или муки, и не",1
8140, И понеже иждивение на такой дальний путь сего,"средствами индивидуальной защиты и иное материальное обеспечение граждан, проходящих альтернативную гражданскую",1
8141," И верно, лёгкий, грациозный висячий мост соорудил Львов, инженер"," Классический Водолей ― стройный, хорошо сложенный, с обворожительными глазами",1
8143," Этот косвенный налог, как правило, включался в","1 ""О плате за землю"" налог на земли, занятые жилищным фондом",1
8146," Благодаря этому, прямой налог даст возможность Советской власти","1 ""О плате за землю"" налог на земли, занятые жилищным фондом",1
8147,"для скота, добавлять в удобрения, фармацевтическое сырье и топливные брикеты. ","и дальше захотим сидеть на сырье, то будем наблюдать, как экономические",1
8148,недостатком: на выходе получался скелет-полуфабрикат в виде последовательностей фреймов-ситуаций,"и дальше захотим сидеть на сырье, то будем наблюдать, как экономические",1
8149,мародёры разворовали и сдали на вторичное сырьё провода. ,"и дальше захотим сидеть на сырье, то будем наблюдать, как экономические",1
8150,"бутановая смесь представляет собой ценное химическое сырье, поэтому сжигать его в","и дальше захотим сидеть на сырье, то будем наблюдать, как экономические",1
8151,"творится на рынках.  И, наконец, металлургическое сырье.  За 1-й квартал","и дальше захотим сидеть на сырье, то будем наблюдать, как экономические",1
8152,"промышленного производства, заготавливала и перерабатывала сельскохозяйственное сырьё, производила в подсобных хозяйствах","и дальше захотим сидеть на сырье, то будем наблюдать, как экономические",1
8153,Чем выше уровень конкуренции за древесное сырье между лесопилением и целлюлозно-бумажным,"и дальше захотим сидеть на сырье, то будем наблюдать, как экономические",1
8163,"В Сиднее, завоевав 35 медалей, россияне были на 14 месте. ","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8164,"и коми, и белорусы, и украинцы, и русские. ","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8165,"на СССР работали японцы, венгры, австрийцы, румыны, итальянцы, испанцы, финны. ","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8166,"самолёте, кроме нас, все были австралийцы, и всё равно они оторвались","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8167, Албанцы прилетели в Волгоград за два,"корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8168," Случайно заехавшие в институт бельгийцы назвали его ""гениальным компьютерным лингвистом","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8169,"немцев на СССР работали японцы, венгры, австрийцы, румыны, итальянцы, испанцы, финны","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8170,"анатолийцы, затем индоарии, иранцы, армяне, греки, фракийцы и тохары [1]. ","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8171," Датчане сосредоточились на идее бутерброда, доведя","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8172,"отказано: здесь живут в основном ирландцы, объяснил супер, а среди них","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8173,"и некровопролитный способ вести войну: ""Исландцы потеряли на датских берегах корабль","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8174,"не две трети, были ""красные испанцы"". ","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8175,"работали японцы, венгры, австрийцы, румыны, итальянцы, испанцы, финны. ","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8176," Мальтийцы, конечно, слабее испанцев, но не","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8177,"южные рабочие ― югославы, французы, бельгийцы, голландцы, ― были северные рабочие ― датчане, были","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8178,И в кулинарных его интерпретациях норвежцы далеко впереди. ,"корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8179,"каких-нибудь курсах для иностранцев (арабы, поляки, эстонцы… ","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8180,конца с любым соперником неуступчивые португальцы.,"корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8181,"СССР работали японцы, венгры, австрийцы, румыны, итальянцы, испанцы, финны. ","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8182, По сути финны превратили свою деревообрабатывающую и бумажную,"корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8183,"чудный город, но его портят французы "". ","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8184,"он слишком много говорит, как чехи говорят укецаны.: -) ","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8185,"и, таким образом, чемпионы мира ― словаки в ближайшее время не смогут","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8186, Или что швейцарцы собирают свои часы в вакууме,"корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8187,"на конвейере будут работать не шведы или корейцы, а русские. ","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8188, Китайцы и пустота   [Кое-кто уже слышал,"корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8189,"по совместительству разведчица рассказывала, как афганцы производят героин и, очевидно же","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8190," Бирманцы ее любят, но хорошо знают","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8191, Вьетнамцы в ответ отправили в регион,"корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8192, И израильтяне ничего не смогли поделать - мотивация,"корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8193,"на то, во что верят индийцы: разделение божеских функций между Брахмой","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8194," Иерусалим разделен колючей проволокой, иорданцы не пропускают евреев к Стене","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8195,"среди них были не только иракцы, но и американцы, англичане, французы","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8196,"этноязыковые образования анатолийцы, затем индоарии, иранцы, армяне, греки, фракийцы и тохары","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8197, Многие киприоты получили качественное высшее образование у,"корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8198,"лишь косвенно пострадал от них: ливанцы режут друг друга, а что","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8199," Тюрки отдельно, монголы отдельно, отдельно тунгусо-маньчжуры и отдельно","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8200," К ним, в частности, сирийцы относят палестинские группировки ""Исламский джихад","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8201,"и Манилой за отмель Скарборо (филиппинцы ее называют Патанаг), находящуюся в","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8202,"нового текстиля или синтетики.  Вот японцы, например, новое волокно изобрели.  "" Зайлон","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8203," Среди них были как алжирцы, так и граждане 25 стран","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8204, Ещё египтяне освежали воду с помощью меди,"корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8205," Ни ирландцы, ни камерунцы, ни немцы не должны сплоховать","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8206,"на заводе ВР, были и ливийцы, и тунисцы, и египтяне, и","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8207, Марокканцы в Европе могут открыть совместный,"корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8208,"ВР, были и ливийцы, и тунисцы, и египтяне, и даже француз","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8209," Просто аргентинцы образцово реализовали игровую модель, многократно","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8210," Боливийцы, в свою очередь, полагают, что","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8211,"средней Волге уже доминировали тюркоязычные болгары, Ибн Фадлан, посетивший эти земли","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8212," Сегодня, почти век спустя, британцы налаживают бизнес уже с другими","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8213," [IW-GDK, nick]   Даже «бедные» немцы и «коварные» коммунисты — это отнюдь","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8214,  ― И что с того?  Азербайджанцы женятся только на своих.  У,"корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8215,"курсах для иностранцев (арабы, поляки, эстонцы… ","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8216,"армян, есть и коми, и белорусы, и украинцы, и русские. ","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8217,так уж никому.   ― Так ведь сербы насилуют и убивают!   ― Все? ,"корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8218,"венгры, и даже поляки и хорваты. ","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8219,"нас стопроцентно― это вахтовики, приезжающие армяне. ","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8220," Молдаване с вислыми усами, украинские шахтёры","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8221," Вот, например, литовцы Маргарита Дробязко и Повилас Ванагас","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8222,"не саму музыку, а как грузины поют хором. ","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8223,"театра, живописи больше, чем сами югославы. ","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8224,"выступила сейчас с гипотезой, что черногорцы, вообще говоря, не славяне, а","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8225,"ушёл первый период, а затем канадцы, которые не скрывают, что приехали","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8226,"Точно так же нас проверяют американцы, а наши специалисты контролируют предприятия","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8227,мячом лучше всего обращаются «эти боснийцы» ― так презрительно величали граждан остальных,"корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8236,"ей удалось доходчиво разъяснить, что мексиканцы совсем не такие, какими их","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8241,"Субхана Чандра Босе, кхмеры и лаосцы спали, забившись в тенек, а","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8242," Древние македонцы ― народ, близкий к фракийцам, а","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8244,"по-американски прямолинейны и демонстративны, то новозеландцы сдержанны и корректны, как англичане","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8246,"нас вязали бы ниггеры и пуэрториканцы, если эта мысль доставляет тебе","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8248,"ялики, на которых гребли голые сомалийцы, ссорясь, дурачась и по временам","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8251,лишился еще одной африканской команды —нигерийцы в трех матчах набрали лишь,"корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8253,"сараях при казармах, где жили сенегальцы. ","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8254,"греки, копты, цыгане, курды и суданцы, русские, грузины, айсоры… И об","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8256,"Подземные порталы КНДР, или Как северокорейцы ходят на юг ","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8257,есть обеспечивают выход в Сеть.   Южнокорейцы порадовали браслетом Lifeband Touch.  Этот,"корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8259," Очевидно, что казахстанцы поддерживают такой подход, так как","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8262,"кенийцам, лучшие марафонцы планеты ― опять кенийцы. ","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8263," Вон древние римляне исчезли, а мы к","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8264,"того как стало известно, что южноафриканцы потеряли шансы на выход из","корейцы», «люди Коре», то есть население государства, которое занимало примерно ту",1
8265,"нравилось― и то, что город малолюдный (""совершенная пустыня""), и что никаких","полудня в изнемогающий от жажды безлюдный, пыльный городской сад или даже",1
8267,"речь идёт о Владимире Плющеве, предсказать что-либо со стопроцентной уверенностью невозможно","зрения мелодрама предполагает возможность легко предвидеть развитие интриги, то"" Огни рампы",1
8268,"При снятии таких фильмов все предусмотреть невозможно, всегда будут погрешности или","зрения мелодрама предполагает возможность легко предвидеть развитие интриги, то"" Огни рампы",1
8273, Реферат статьи Lipari L. Polling as,"в сельской местности"".  Вот его краткое изложение.   Жила одна девушка по",1
8275, Аналитический дайджест 20. 07. 2004 По прогнозу,"в сельской местности"".  Вот его краткое изложение.   Жила одна девушка по",1
8280,"По зеленым коридорам в столовую начальные классы идут строем, по парам"," [yelenah, nick]   Целый класс учеников подобным образом уважать, наверно",1
8281, В школу старшие классы почти до самой весны," [yelenah, nick]   Целый класс учеников подобным образом уважать, наверно",1
8283," При посадке на авиарейс в Калгари устройство, призванное определять","искать работу моряком, уходить в рейс на полгода, минимум. ",1
8284,"дает следующее определение этноса ― «это социальная общность, которой присущи специфические культурные","в природе"" [6].   1. 2. Социальные институты как теории Для любого",1
8285,"баттерфляй (Баев говорит — стиль «бешеный кашалот», новинка сезона). "," Мурзилка№ 062003 КИТ Сергей КОЗЛОВ Однажды Зайцу показалось, что деревья",1
8291,"она протискивалась в крохотный квадратный лаз, отверстие которого чернело на стене","число перевалит за сорок и отверстие выводковой сумки расширится, они начнут",1
8292,а Г. Зюганов медленно терять.   Ноздря в ноздрю ОДНАКО если посмотреть,"число перевалит за сорок и отверстие выводковой сумки расширится, они начнут",1
8293,  ― Отвечаю: зрачок глаза может увеличиваться в размерах,"число перевалит за сорок и отверстие выводковой сумки расширится, они начнут",1
8294,Давно это было… Сейчас же дуло оружия направляют с экрана телевизора,"число перевалит за сорок и отверстие выводковой сумки расширится, они начнут",1
8297,"Проханова ""Как Ходорковскому пролезть сквозь игольное ушко""("" Завтра"", № 32). ","число перевалит за сорок и отверстие выводковой сумки расширится, они начнут",1
8300,"прудом и сбросил сундук в прорубь, то вся пятидесятитысячная толпа буквально","число перевалит за сорок и отверстие выводковой сумки расширится, они начнут",1
8309,"Далеко внизу, у подножия холма, ― полынья, над ней клубится пар. ","число перевалит за сорок и отверстие выводковой сумки расширится, они начнут",1
8310, Маша Трауб.  Замочная скважина Серые однотипные девятиэтажки. ,"число перевалит за сорок и отверстие выводковой сумки расширится, они начнут",1
8316," Нередко бессмысленной была и разведывательная деятельность, сводившаяся к переписыванию газетных",в чьих руках у нас государственная безопасность и наши с вами,1
8317,выбором: долгосрочные перспективы экономического роста ― военная безопасность. ,в чьих руках у нас государственная безопасность и наши с вами,1
8319,"в хостелах и введена обязательная сертификация, благодаря которой теперь работа мини", Омологация ― это официальное подтверждение соответствия автомобиля современным требованиям. ,1
8328,"где-то по дороге наткнулась на рекламный щит, вот и засело в", До сих пор такая уличная реклама администрацией не разрешалась. ,1
8330,"полезное в хозяйстве (набор ложечек, электромиксер или скребок для окна). ","1863 году, он придумал инжектор ― смеситель азотной кислоты и нитроглицерина, что",1
8339,"помощники (сиськи, слепой гений и шутник), карикатурные гламурные вампиры, Уистлер, который","общем, он был необычный и веселый человек со странной прической и",1
8341,"уже комбайны, у них и ценник другой. ","лет бюрократия…"" ― яремщина древняя, как ярлык Золотой Орды, требующей ясак, но",1
8342,"и там, среди прочего, красовался товарный ярлык: «Волосодержатель для волос». ","лет бюрократия…"" ― яремщина древняя, как ярлык Золотой Орды, требующей ясак, но",1
8353," [MICHAEL GRAB, муж]   Из опыта, мародерство в Хай-Теке практически невозможно","против собственности и личности: кража, грабёж, разбой и убийство. ",1
8354,то мы имели бы налицо массовый погром буржуазии». ,"против собственности и личности: кража, грабёж, разбой и убийство. ",1
8355, В Тольятти совершено вооруженное ограбление Тольятти-банка. ,"против собственности и личности: кража, грабёж, разбой и убийство. ",1
8356,поглощения приходятся в основном на радиодиапазон. ,идеально точно попадал в тогдашний частотный диапазон. ,1
8358,"Я полагаю, что если бы избиратель ""Единой России"" и любой другой"," [lafet, nick]   Государство баланса ― это где гражданин есть акционер. ",1
8359,"В Сиднее, завоевав 35 медалей, россияне были на 14 месте. "," [lafet, nick]   Государство баланса ― это где гражданин есть акционер. ",1
8360,"деле он фигурирует как «сожитель, иностранный гражданин». "," [lafet, nick]   Государство баланса ― это где гражданин есть акционер. ",1
8361,"предупредить, что если наш региональный льготник поедет в гости, например, в"," [lafet, nick]   Государство баланса ― это где гражданин есть акционер. ",1
8363,которые всю оставшуюся жизнь носят траур по умершему супругу. , Равно как и мировая скорбь Явлинского о поверженной демократии. ,1
8364,"жалобы имеют право направить в суд надзорной инстанции лишь осужденный, оправданный",поддержавшая его мотивировочные выводы апелляционная инстанция этого же суда удовлетворили исковые,1
8365,"материалы и изделия из них; Рентгеновское оборудование, приборы и оборудование с","ли вы тем, как обновляется медицинское оборудование? ",1
8367, Современная эндоскопическая аппаратура позволяет проводить удаление инородных,"ли вы тем, как обновляется медицинское оборудование? ",1
8368,школу приходилось брать с собой ингалятор. ,"ли вы тем, как обновляется медицинское оборудование? ",1
8369, «…  Мы отхромировали заново весь медицинский инструмент медпункта школы (он был,"ли вы тем, как обновляется медицинское оборудование? ",1
8370,1. Пытался перепродать врачам украденный электрокардиограф.   2. Ругал сотрудников скорой нецензурными,"ли вы тем, как обновляется медицинское оборудование? ",1
8371,"в том, чтобы им поставили электрокардиостимулятор. ","ли вы тем, как обновляется медицинское оборудование? ",1
8372,разберет что это за такое ― «дефибриллятор»? ,"ли вы тем, как обновляется медицинское оборудование? ",1
8376,"Макарове «конкурента», делал все, чтобы исказить, представить в ложном свете его","работы общей шины, ротацию можно представить в виде рис. 2. ",1
